filename,emotion,text,llm_pred_emotion,llm_rationale
a_048_1.wav,angry,Як ви наважились на третю дитину?,neutral,"Question about having a third child, curious but not emotional."
a_049_1.wav,angry,Я бачу і чую.,neutral,Simple statement of perception abilities.
a_050_1.wav,angry,"Я тебе залишила ще п'ять балів, щоб ти розвивалася.",neutral,"Explanation about leaving points for development, instructional tone."
a_051_1.wav,angry,А чому не сім?,neutral,Simple question about why not seven.
a_052_0.wav,angry,Це принциповий момент.,neutral,Statement about something being a matter of principle.
a_053_1.wav,angry,Ну що? Що ти щас мені скажеш?,angry,Demanding question with confrontational tone asking what someone will say.
a_054_1.wav,angry,Ну що?,neutral,Simple questioning expression.
a_055_1.wav,angry,Що ти сейчас мені скажеш?,angry,Confrontational question demanding an explanation from someone.
a_056_1.wav,angry,"Інна на що ти знову прибідняєшся, що це мало?",angry,Accusatory tone questioning someone's complaints about something being insufficient.
a_057_1.wav,angry,А багато? То це скільки взагалі?,neutral,Simple factual question asking about quantity or amount.
a_058_0.wav,angry,"Не жорстоко, але жорстка.",neutral,Descriptive statement making a distinction between two similar concepts.
a_059_1.wav,angry,"долі секунди, ваза її полетить в морду.",angry,Threatening language about throwing something at someone's face.
a_060_1.wav,angry,Ти нас зустріла на кухні з грязними кастрюлями,angry,Accusatory statement about being greeted with dirty dishes.
a_061_1.wav,angry,Ти не должна була так сделать со своей дитиною.,angry,Critical statement about inappropriate treatment of a child.
a_062_1.wav,angry,Поставлю їй два.,neutral,Simple declarative statement about giving someone a grade.
a_063_1.wav,angry,"Блін, ну воно на вас нападе?",neutral,Questioning whether something will attack them.
a_064_0.wav,angry,Або може навчити самостійності?,neutral,Neutral suggestion about teaching independence.
a_065_1.wav,angry,"Це мені каже людина, як.",neutral,Incomplete statement referencing what someone is telling them.
a_066_1.wav,angry,яка з порога загнабила мене за мої 64 кг?,angry,Accusatory question about being criticized for their weight.
a_067_0.wav,angry,"А ви як, наважилися?",neutral,Simple question asking how they dared to do something.
a_068_0.wav,angry,Це якась така манія величі.,angry,Critical statement calling something a delusion of grandeur.
a_069_1.wav,angry,Вони мені не потрібні.,angry,Dismissive statement rejecting need for something or someone.
a_070_1.wav,angry,Я тупо в шоці,sad,"Expression of being in shock, indicating emotional distress."
a_071_1.wav,angry,"Чесно, дівчонки, я тупо в шоці.",sad,"Honest admission of being shocked, showing emotional vulnerability."
a_072_1.wav,angry,Ти що стола не могла десь знайти?,angry,Sarcastic question criticizing someone for not finding a table.
a_073_0.wav,angry,А чому це нормально?,angry,Challenging question questioning why something is considered normal.
a_074_1.wav,angry,В мене шок просто з цього всього.,sad,Expression of shock and being overwhelmed by everything.
a_075_1.wav,angry,В мене була десь отака залисина.,neutral,Factual statement about having a bald spot somewhere.
a_076_0.wav,angry,Та мені ця навіть на думку не спадало.,neutral,A simple statement about something not occurring to the speaker.
a_077_0.wav,angry,Ну ти ж не отригнеш щас?,neutral,A casual question with no strong emotional content.
a_078_1.wav,angry,Ти для мене взагалі не мама.,angry,Direct rejection of parental relationship shows strong anger or resentment.
a_079_1.wav,angry,Вона тобі угольки в кальяні перевертає,neutral,Factual description of someone's action with hookah coals.
a_080_1.wav,angry,Це взагалі днище.,angry,Calling something 'rock bottom' expresses strong negative judgment and frustration.
a_081_0.wav,angry,Ти п'яна людина,angry,Accusatory statement about someone being drunk shows disapproval and anger.
a_082_0.wav,angry,Перебирати не треба.,neutral,Simple directive statement without emotional charge.
a_083_0.wav,angry,"Давай їж, я платив, щоб дарма за це.",angry,Frustrated tone about paying for food that should be eaten.
a_084_0.wav,angry,Давай їж.,neutral,Simple command to eat without emotional context.
a_085_1.wav,angry,В тебе був брудний холодильник. В тебе були там багато просрочки.,angry,Critical accusation about dirty refrigerator and expired food shows anger.
a_086_0.wav,angry,Ви чого туда лізите?,angry,Questioning someone's intrusive behavior with irritated tone.
a_087_1.wav,angry,"Ти цілий день нам говорила про те, що в тебе троє дітей.",angry,Frustrated complaint about repetitive talk about having three children.
a_088_0.wav,angry,"Та взагалі, щоб дома того не було.",angry,Expressing strong desire for something not to be at home.
a_089_0.wav,angry,Ви ж можете собі дозволити?,neutral,Simple question about someone's financial capability.
a_090_0.wav,angry,Що ви взагалі маєте на увазі?,angry,Frustrated questioning showing confusion and irritation about someone's meaning.
a_091_0.wav,angry,"Треба зробити так, аби не виникало бажання.",neutral,Practical suggestion about preventing unwanted desires.
a_092_1.wav,angry,Я не можу слухати цей брєд.,angry,Strong rejection of listening to something called nonsense shows anger.
a_093_0.wav,angry,"Дмитро, я знаю, що ти мрійник.",neutral,Simple acknowledgment of someone being a dreamer.
a_094_0.wav,angry,Ти взагалі знаєш правила гри?,angry,Challenging question about game rules shows frustration or annoyance.
a_095_0.wav,angry,"Та, короче, е-е,",neutral,Incomplete hesitation without clear emotional content.
a_096_1.wav,angry,Добре влаштувались.,neutral,Simple factual statement about settling in well.
a_097_1.wav,angry,А Ксюша просто каралєва.,happy,Praising someone as a queen shows positive admiration.
a_098_1.wav,angry,тупо прогибаться всім під маму.,angry,Criticizing submissive behavior with harsh language shows frustration.
a_099_0.wav,angry,Три роки в жіночому кварталі.,neutral,Factual statement about time spent in women's quarters.
a_100_0.wav,angry,Так підніми таз.,neutral,Direct instruction without emotional content.
a_101_1.wav,angry,"Це відповідальність твоя, а не річ твоя.",neutral,Statement about responsibility without emotional charge.
a_102_1.wav,angry,Вона мене цим вибісила,angry,Explicitly states being infuriated by someone's actions.
a_103_0.wav,angry,"Все, я написав.",neutral,Simple completion statement without emotional content.
a_104_1.wav,angry,"Ну, чесно, я взагалі в шоці з цієї мамаші.",angry,Being shocked and critical about someone's mother shows strong displeasure.
a_105_1.wav,angry,І ти падло блін просто,angry,Using harsh insult 'падло' shows clear anger.
a_106_1.wav,angry,"І ти падла, блін, просто пішов наліво.",angry,Calling someone 'падла' and criticizing their actions shows anger.
a_107_1.wav,angry,Не хватає нам на світі ще одної такої.,angry,Sarcastic comment implying the world doesn't need another such person.
a_108_1.wav,angry,"Ну, це капець.",angry,Expression of extreme disapproval or frustration.
a_109_1.wav,angry,І вона його вчить просто бути каблуком.,angry,Criticizing someone for teaching submissive behavior shows disapproval.
a_110_0.wav,angry,Та давай бо партій.,neutral,Casual suggestion about parties without emotional weight.
a_111_1.wav,angry,Не відповідай за мене.,angry,Sharp command telling someone not to speak for them.
a_112_1.wav,angry,"Боже, ну її мама - це просто днище.",angry,Harsh criticism calling someone's mother the worst possible thing.
a_113_0.wav,angry,"Йой, та що ти тої руки вцепилася",angry,Frustrated question about someone grabbing onto hands.
a_114_0.wav,angry,"Що в них, ну,",neutral,Incomplete questioning statement without clear emotional direction.
a_115_1.wav,angry,"На, хіба і той all inclusive вдома?",neutral,Question about all-inclusive services at home without emotional charge.
a_116_1.wav,angry,"Це не жінка, коли тебе 30 плюс.",neutral,A factual statement about age and gender without clear emotional content.
a_117_0.wav,angry,"Та ні, не все з нею добре.",sad,Expresses concern that not everything is well with someone.
a_118_0.wav,angry,Але людина сивіє.,neutral,A simple factual observation about people going gray.
a_119_0.wav,angry,Ви робите все.,neutral,A straightforward statement about someone doing everything.
a_120_0.wav,angry,"Ви навіть не розумієте, що вам тільки що сказав.",angry,Accusatory tone suggesting the other person doesn't understand what was said.
a_121_0.wav,angry,Ви навіть не розумієте,angry,Frustrated statement about someone not understanding.
a_122_0.wav,angry,У вас якесь своє бачення!,angry,Confrontational tone expressing disagreement with someone's perspective.
a_123_0.wav,angry,Ви вже мене бусите,angry,Direct expression of annoyance about being bothered.
a_124_0.wav,angry,А чому ви хочете щось довести комусь?,angry,Challenging question with irritated undertone about proving something.
a_125_0.wav,angry,"То тож не, різне?",neutral,A questioning statement without clear emotional valence.
a_126_1.wav,angry,"Якщо ти будеш кричати,",neutral,Incomplete conditional statement without emotional context.
a_127_1.wav,angry,"Якщо ти будеш кричати, ми гратися не будемо.",angry,A threat or ultimatum about not playing if shouting continues.
a_128_1.wav,angry,І який тоді вихід з цієї ситуації?,sad,Expresses concern or distress about finding a solution.
a_129_1.wav,angry,"Ти не чула, що я приготувала, це тоже.",neutral,A factual statement about preparation and hearing.
a_130_1.wav,angry,Від тебе сьогодні стільки вже брехні.,angry,Direct accusation of lying shows anger and frustration.
a_131_1.wav,angry,"Просто, бо він її пожалів.",neutral,Simple explanation about someone taking pity without emotional charge.
a_132_1.wav,angry,Чого ти до мене прицепилася?,angry,Defensive question expressing irritation about being picked on.
a_133_1.wav,angry,Ти чого ти до мене прицепилася?,angry,Repeated defensive question showing increased irritation about harassment.
a_134_1.wav,angry,Мені таке не подобається. Я взагалі не зрозуміла цього жарту.,angry,Clear expression of dislike and confusion about an unpleasant joke.
a_135_1.wav,angry,"Я в цей момент така думаю, ну, йо, ну, та ви що? Ну, мені неприємно було це чути, взагалі.",angry,Extended expression of discomfort and displeasure about hearing something unpleasant.
a_136_1.wav,angry,"Ну, мені неприємно було це чути взагалі",sad,Expressing discomfort and unpleasantness about hearing something indicates negative emotional state.
a_137_1.wav,angry,"Конечно, та тою розою ходиш, махаєш перед нами.",angry,Accusatory tone with criticism about waving something around suggests irritation or anger.
a_138_1.wav,angry,"І після того ходити? Конечно, ти тою разою ходиш, махаєш перед нами.",angry,Similar accusatory statement with critical tone about someone's behavior indicates anger.
a_139_1.wav,angry,"Можливо, мені хотілось би, щоб там була моя троянда, але я розуміла, що її там немає.",sad,Wistful longing for something that isn't there combined with acceptance shows sadness.
a_140_1.wav,angry,"Коли я поїхала забирати свою собаку, він мені чуть шию не зламав.",angry,Describing someone almost breaking their neck suggests intense anger about aggressive behavior.
a_141_0.wav,angry,"Я не розумів, ну, типу, в мене розрив шаблонів. Чому так, ну?",neutral,"Confusion and questioning without clear emotional direction, more puzzled than emotional."
a_142_0.wav,angry,"Ну, ти знаєш, що після таких моментів",neutral,Incomplete statement about knowing something after certain moments lacks clear emotional content.
a_143_1.wav,angry,"Що я маю питати в чоловіка, я маю щось робити?",neutral,Direct questions about what to ask or do are factual inquiries.
a_144_1.wav,angry,Що я маю питати в чоловіка?,neutral,Simple question about what to ask a man is straightforward inquiry.
a_145_1.wav,angry,Я просто в шоці,sad,Being in shock typically indicates distress or negative emotional impact.
a_146_1.wav,angry,"Знову дивиться, дивиться, дивиться.",neutral,Repetitive observation about looking without clear emotional context is factual description.
a_147_0.wav,angry,"Я не можу сказати, що вона була в захваті прямо величезному.",neutral,Objective statement about someone not being greatly delighted is observational.
a_148_0.wav,angry,була в захваті прямо у величезному.,happy,Being in great delight or rapture indicates positive emotional state.
a_149_0.wav,angry,"Якось не відчув, що вона була там супер щасливою.",sad,Not feeling that someone was super happy suggests disappointment or sadness.
a_150_0.wav,angry,"Ну да, я розумію. Але",neutral,Agreement followed by incomplete thought shows neutral conversational response.
a_151_0.wav,angry,Я дуже не люблю лягати спати з невирішеними якимись проблемами.,sad,Disliking going to sleep with unresolved problems indicates stress or negative feelings.
a_152_1.wav,angry,Це був початок стосунків.,neutral,Factual statement about the beginning of a relationship is informational.
a_153_1.wav,angry,Чим ти займався?,neutral,Direct question about what someone was doing is straightforward inquiry.
a_154_1.wav,angry,Він досі стоїть з цьою капустай.,neutral,Observational statement about someone standing with cabbage is factual description.
a_155_1.wav,angry,"Я не знаю, хто це був.",neutral,Statement of not knowing who someone was is simple factual admission.
a_156_1.wav,angry,Що я маю казати?,neutral,"A straightforward question about what to say, no clear emotional tone."
a_157_0.wav,angry,От главне питання.,neutral,"Stating that something is the main question, factual tone."
a_158_0.wav,angry,ти даже не попиталась,angry,Accusatory tone expressing frustration that someone didn't even ask.
a_159_0.wav,angry,Я ж не не робот,angry,"Defensive statement asserting human nature, showing irritation."
a_160_0.wav,angry,Я не могу отак от взять і переключитись.,angry,"Expressing inability to just switch emotions, shows frustration or distress."
a_161_0.wav,angry,мене ще в нутрі ще ще до сих пор вирує.,angry,"Describes internal turmoil still raging, indicating strong negative emotion."
a_162_0.wav,angry,Чи є з таким відношенням,neutral,"Incomplete question about attitude or relationship, neutral inquiry."
a_163_0.wav,angry,"Короче, це не моє.",neutral,"Simple statement of dismissal, matter-of-fact tone."
a_164_0.wav,angry,Може вона і не вгадала би.,neutral,Hypothetical statement about someone's ability to guess correctly.
a_165_0.wav,angry,"Буду перечисляти, я не знаю, 1 001 блюдо.",happy,"Enthusiastic tone about listing many dishes, shows excitement."
a_166_0.wav,angry,"Те, що я і думав.",neutral,"Confirmation of expected outcome, matter-of-fact statement."
a_167_0.wav,angry,Леопардовий мішок,neutral,"Simple description of a leopard bag, no emotional content."
a_168_0.wav,angry,"Що тут поганого, я не розумію.",neutral,"Question expressing lack of understanding, neutral inquiry."
a_169_0.wav,angry,Я тебе дуже сильно прошу.,sad,Pleading tone with emphasis suggests desperation or emotional need.
a_170_0.wav,angry,Я можу оплачувати їх,neutral,"Statement about ability to pay, factual tone."
a_171_0.wav,angry,"А, а як тоді відкладати кошти?",neutral,"Question about saving money, neutral inquiry."
a_172_0.wav,angry,"або я тебе слухаю, або я біжу",neutral,"Presenting two options, matter-of-fact choice."
a_173_1.wav,angry,То я тобі не буду допомагати.,angry,"Conditional refusal to help, shows irritation or displeasure."
a_174_1.wav,angry,"йому показати, що мені неприємно.",angry,"Wanting to show displeasure to someone, indicates negative emotion."
a_175_1.wav,angry,"І я не знала, чи хочу я взагалі з ним говорити.",sad,Uncertainty about wanting to talk shows emotional confusion or sadness.
a_176_0.wav,angry,Вона думала тільки про себе.,neutral,A factual observation about someone's self-centered thinking without emotional charge.
a_177_0.wav,angry,Мені оце обідно.,sad,Expression of feeling hurt or offended using the word 'обідно'.
a_178_1.wav,angry,Як це?,neutral,Simple question asking for clarification or explanation.
a_179_0.wav,angry,Найди цей виноград в листі.,neutral,Direct instruction to find grapes in a list.
a_180_0.wav,angry,"Найди цей виноград в листі, обріж це листя.",neutral,Sequential instructions about finding grapes and cutting leaves.
a_181_0.wav,angry,Я міг тільки надіятись.,sad,Expression of helplessness and resignation about only being able to hope.
a_182_0.wav,angry,"Ти ж головна, ти ж мала все запам'ятати.",angry,Accusatory tone blaming someone for failing their responsibilities.
a_183_0.wav,angry,Вона тільки говорить.,neutral,Simple statement about someone's behavior without emotional context.
a_184_0.wav,angry,"В один день я чую, що мало грошей.",sad,Complaint about financial problems suggesting frustration or worry.
a_185_0.wav,angry,"В один день я чую, що мало грошей, в інший день я чую, що не приготував сніданок.",sad,Extended complaint about daily problems showing ongoing frustration.
a_186_1.wav,angry,"Він не звертав увагу на мій комфорт, в цілому.",sad,Statement about lack of consideration shows hurt feelings.
a_187_1.wav,angry,"Ти взявся за м'ясо, ти не міг це зробити нормально?",angry,Critical questioning with frustration about someone's poor performance.
a_188_1.wav,angry,"Люди, які люблять все ж таки один одного, в них не повинно бути таке.",sad,Disappointed observation about relationship problems between people who love each other.
a_189_0.wav,angry,Чому вони не завершилися?,neutral,Simple question asking why something didn't finish.
a_190_0.wav,angry,"Якщо тобі потрібно вниз, ми можемо в будь-який момент тебе спустити.",neutral,Polite offer of assistance without emotional charge.
a_191_1.wav,angry,Ти будеш підбирати слова,neutral,Statement about future word choice without clear emotional context.
a_192_1.wav,angry,Скільки вже можна з нею говорити?,angry,Frustrated question expressing impatience about ongoing communication.
a_193_1.wav,angry,"Я не розумію, скільки вже можна з нею говорити?",angry,Expression of confusion and frustration about continued conversations.
a_194_1.wav,angry,"розізлило, бо я не розумію, скільки вже можна з нею говорити.",angry,Clear statement of anger about not understanding ongoing communication issues.
a_195_1.wav,angry,Скільки можна,angry,Incomplete but clearly frustrated expression showing impatience.
a_196_0.wav,angry,"Ні, 100 відсотків ні.",angry,Strong emphatic rejection with '100 відсотків ні' shows frustration or anger.
a_197_0.wav,angry,Які квіти? Тут нема квітів,neutral,Matter-of-fact statement about absence of flowers without emotional charge.
a_198_0.wav,angry,"Ти нормальна, нарди?",angry,Questioning someone's sanity with 'нормальна' in this context shows irritation.
a_199_1.wav,angry,Задовбав ти мене зі своїми нардами кожен вечір грати.,angry,Direct expression of being fed up with someone's behavior.
a_200_0.wav,angry,А нащо вони нам треба?,neutral,Simple question about necessity without clear emotional tone.
a_201_1.wav,angry,це пам'ять про нашу першу спільну подорож.,happy,Positive reference to shared travel memory suggests warmth or fondness.
a_202_0.wav,angry,Тут є палка. І палка з трьома листочками,neutral,Factual description of objects without emotional content.
a_203_0.wav,angry,то можеш їх одразу кудись винести,neutral,"Practical suggestion about removing items, matter-of-fact tone."
a_204_1.wav,angry,Яка ти криса.,angry,Calling someone a 'rat' is clearly an insult expressing anger.
a_205_1.wav,angry,Звідки вона взялася? 15 років прийшло.,neutral,Questioning statement about time passage without strong emotional valence.
a_206_1.wav,angry,"Я не знаю, з якими мотивами. Я не знаю для чого.",neutral,"Expression of uncertainty about motives, factual tone."
a_207_1.wav,angry,"Але все рівно ця біль протягом твого життя,",sad,Reference to pain throughout life suggests sadness or melancholy.
a_208_1.wav,angry,"Не була б я вагітна, ми вже б тоді не були разом.",sad,Hypothetical about relationship ending due to pregnancy shows sadness.
a_209_1.wav,angry,скільки я собі не дозволяла ні злитися,sad,Discussing self-denial of anger suggests emotional suppression and sadness.
a_210_0.wav,angry,Та я не про те,neutral,Simple clarification statement without emotional charge.
a_211_0.wav,angry,Де Франсуа?,neutral,Direct question asking for someone's location.
a_212_0.wav,angry,Де він?,neutral,Simple follow-up question about location.
a_213_0.wav,angry,"Думаєш, навчила говорити по-нашому і все?",angry,Dismissive rhetorical question shows frustration or irritation.
a_214_0.wav,angry,Татко благословить.,happy,Reference to father's blessing suggests positive anticipation or joy.
a_215_1.wav,angry,"Значить, так, це мій хлопець.",happy,Confirmation of romantic relationship status shows positive emotion.
a_216_1.wav,angry,Я його кохаю. Це мій вибір і,happy,Expression of love shows positive emotional attachment and affection.
a_217_1.wav,angry,і ти повинен його поважати.,neutral,Statement about respect is factual without strong emotional coloring.
a_218_1.wav,angry,"Тату, заспокойся.",neutral,"Calm request for someone to settle down, relatively emotionally flat."
a_219_0.wav,angry,Що ви зробили з моїм Франсуа?,angry,Demanding question about what was done suggests upset or accusatory tone.
a_220_1.wav,angry,"Сталося невелике непорозуміння. Так, мамо?",neutral,Diplomatic explanation of a misunderstanding without strong emotional charge.
a_221_0.wav,angry,"Вже підгоріли. Ах, ви зрадники.",angry,Calling someone traitors shows clear anger and accusation.
a_222_0.wav,angry,Я вимагаю надати мені нормального зятя.,angry,Demanding a proper son-in-law shows frustration and strong displeasure.
a_223_0.wav,angry,А не якусь підробку.,angry,Rejecting something as fake continues the angry sentiment from previous statement.
a_224_0.wav,angry,Не смій ганьбити велику поезію!,angry,Forbidding someone from disgracing poetry shows passionate anger and indignation.
h_001_0.wav,happy,А в мене теж є вертушка тут така.,neutral,Factual statement about having something without emotional emphasis.
h_002_1.wav,happy,Це було круто.,happy,Saying something was cool expresses positive satisfaction and enjoyment.
h_003_1.wav,happy,потім побачимо.,neutral,Simple future statement without emotional content.
h_004_0.wav,happy,"Роман Щербан, ахаха.",happy,Laughter (ahahaha) indicates amusement and positive mood.
h_005_1.wav,happy,"Здається, він тут уже задобрений.",neutral,Observational comment about someone being prepared seems factual.
h_006_1.wav,happy,"Чесно, я, ну, мені реально було",neutral,Incomplete honest statement without clear emotional direction.
h_007_1.wav,happy,Ти що мені таке кажеш?,angry,Questioning what someone is saying suggests irritation or disbelief.
h_008_1.wav,happy,"Дякую, що ти в мене є, коханий.",happy,Thanking beloved for being there expresses gratitude and love.
h_009_1.wav,happy,"Приємний бонус, для мене.",happy,Pleasant bonus indicates satisfaction and positive feelings.
h_010_0.wav,happy,"ти що, ми ж подбали про вас",neutral,Statement about taking care of someone is factual without emotional charge.
h_011_1.wav,happy,Куди тут без цього?,neutral,Rhetorical question about necessity seems matter-of-fact.
h_012_1.wav,happy,"Звичайно, куди ж тут без цього?",neutral,Matter-of-fact rhetorical question without strong emotional tone.
h_013_0.wav,happy,"Ой, ой, мені звонять",neutral,Simple statement about receiving a phone call with mild surprise.
h_014_1.wav,happy,Молодець.,happy,Positive praise expression showing approval or satisfaction.
h_015_1.wav,happy,Молодець! Вона дуже любить такі загадки.,happy,Enthusiastic praise with affectionate comment about someone's preferences.
h_016_0.wav,happy,Коли починаємо речення?,neutral,Direct question about timing without emotional content.
h_017_0.wav,happy,"Е, не діставай швидше.",angry,Dismissive command with impatient tone telling someone not to bother.
h_018_1.wav,happy,"Ми сіли в машину, і він каже: ""Ну шо в готель"".",neutral,Factual narration of events without emotional coloring.
h_019_1.wav,happy,"Лайк, Аделька",happy,Positive social media interaction with affectionate nickname.
h_020_1.wav,happy,"Весь час проводжу з дітьми, нарешті.",happy,Expression of contentment and satisfaction with family time.
h_021_1.wav,happy,В якому тобі класно,happy,Positive comment about someone feeling good or comfortable.
h_022_0.wav,happy,"Так, це я її прикрашала.",neutral,Simple confirmation statement about decorating activity.
h_023_1.wav,happy,"А, ні.",neutral,Brief negative response without emotional intensity.
h_024_1.wav,happy,І мені треба відбити цього хлопця.,neutral,Matter-of-fact statement about needing to defend someone.
h_025_1.wav,happy,"сім років - це дуже, дуже багато.",sad,Emphasizes long duration with repetition suggesting weariness or burden.
h_026_1.wav,happy,"Блін, це офігенно.",happy,Enthusiastic exclamation expressing amazement and positive excitement.
h_027_1.wav,happy,"У нас уже ідеальна сім'я, на мою думку.",happy,Positive assessment expressing satisfaction with family situation.
h_028_1.wav,happy,Все добре.,neutral,Standard reassuring phrase without strong emotional content.
h_029_1.wav,happy,Це двоє дітей зразу.,neutral,Factual statement about number of children.
h_030_1.wav,happy,"на волоссях. Я не зрозуміла, спочатку передивлялася декілька хвилин.",neutral,Descriptive account of confusion without strong emotional valence.
h_031_1.wav,happy,Поліція вже нова фішка,neutral,Observational comment about police without clear emotional tone.
h_032_0.wav,happy,Ви навіть для Йорка знайшли власну квартиру.,neutral,Factual statement about finding an apartment for York.
h_033_1.wav,happy,Не вистачало тільки коробочки з каблучкою.,neutral,Matter-of-fact observation about missing a ring box.
h_034_1.wav,happy,День був дуже цікавий і,happy,Describes the day as very interesting with positive tone.
h_035_1.wav,happy,Мені хочеться завтра сходити в церкву.,neutral,Simple statement of desire to go to church.
h_036_1.wav,happy,Я нафарбована,neutral,Factual statement about being painted/made up.
h_037_0.wav,happy,Ще шось буде,neutral,Incomplete statement suggesting something else will happen.
h_038_0.wav,happy,"Ну, слава Богу, поки здоров'я хватає.",happy,Expresses gratitude and relief about having health.
h_039_1.wav,happy,Картопля дуже смачна.,happy,Positive comment about potatoes being very tasty.
h_040_1.wav,happy,Бабуся мене дуже любила.,happy,Warm memory of grandmother's love expressed positively.
h_041_0.wav,happy,"Короче, значить,",neutral,Incomplete filler phrase with no emotional content.
h_042_0.wav,happy,Бути супертатом стане новим трендом.,neutral,Factual prediction about a future trend.
h_043_0.wav,happy,Всі шляхи ведуть в Японію.,neutral,Neutral statement about paths leading to Japan.
h_044_0.wav,happy,Скажи.,neutral,Simple imperative command without emotional tone.
h_045_0.wav,happy,Я взяв додому трошки.,neutral,Matter-of-fact statement about taking something home.
h_046_0.wav,happy,"Дві, дві можна.",neutral,Simple numerical statement about quantity allowed.
h_047_0.wav,happy,то закінчиться коротким замиканням.,neutral,Technical statement about ending in short circuit.
h_048_0.wav,happy,"Ну, мені капець цікаво.",happy,Strong expression of curiosity with enthusiastic tone.
h_049_0.wav,happy,Гарна подяка за такий гарний стіл,happy,Positive appreciation for a good table/meal.
h_050_0.wav,happy,Ти ви як хорошо же.,happy,Complimentary expression about how good something is.
h_051_0.wav,happy,Але і таке було,neutral,Incomplete factual statement acknowledging something happened.
h_052_1.wav,happy,Почитати книжечку.,neutral,"A simple, matter-of-fact statement about reading a book."
h_053_0.wav,happy,"А ну, Даша хоче їй рибку з'їсти?",neutral,A casual question about someone wanting to eat fish.
h_054_1.wav,happy,Що там будуть лізбіянки,neutral,A factual question about what will be there.
h_055_0.wav,happy,Дякую вам.,happy,Expressing gratitude with a polite thank you.
h_056_1.wav,happy,У мене двоє прекрасних діток.,happy,Proud and positive statement about having wonderful children.
h_057_0.wav,happy,Я курочка полетіла от сюда.,neutral,A playful but neutral statement about being a chicken flying.
h_058_1.wav,happy,Вау.,happy,An exclamation of amazement or excitement.
h_059_1.wav,happy,Оце сервіс.,neutral,A brief comment about service without clear emotional tone.
h_060_1.wav,happy,"Дякую, велике.",happy,Expressing gratitude warmly.
h_061_1.wav,happy,"До побачення, дякую велике.",happy,A polite farewell with gratitude.
h_062_1.wav,happy,"Як шведська лінія в ресторані, безкоштовна.",happy,Positive comparison to a free restaurant buffet.
h_063_1.wav,happy,Не треба пам'ятати дати.,neutral,A factual statement about not needing to remember dates.
h_064_0.wav,happy,Одним прокорупціонером.,neutral,A neutral reference to a corrupt person.
h_065_1.wav,happy,Запивай.,neutral,A simple instruction to drink something.
h_066_0.wav,happy,Кльово.,happy,Positive exclamation expressing something is cool.
h_067_0.wav,happy,"Дякую, дякую.",happy,Repeated thanks showing appreciation.
h_068_0.wav,happy,такий гарний ротик.,happy,Compliment about someone's nice mouth.
h_069_1.wav,happy,"Дівчата, а що це таке?",neutral,A simple question asking what something is.
h_070_0.wav,happy,Є!,happy,Enthusiastic affirmation or agreement.
h_071_1.wav,happy,"Клас, дякую тобі дуже, велике.",happy,Enthusiastic gratitude with multiple thanks.
h_072_0.wav,happy,"О, ні, це не ред флег.",neutral,Simple denial statement without strong emotional content.
h_073_1.wav,happy,"Ми не пили алкоголь, але я відчуваю себе такою знаєш.",neutral,Descriptive statement about feeling a certain way without clear emotional valence.
h_074_1.wav,happy,Мабуть тому я досі не була ще на індивідуальному побаченні.,sad,Implies loneliness or disappointment about not having individual dates.
h_075_1.wav,happy,Це було так по-домашньому затишно і правильно.,happy,Positive description using words like 'cozy' and 'right'.
h_076_1.wav,happy,"Ну, побачимо, що з цього вийде, якщо чесно.",neutral,Matter-of-fact statement about waiting to see results.
h_077_1.wav,happy,"Я не знаю, чи наступний жарт варто говорити.",neutral,Uncertain statement about whether to tell a joke.
h_078_1.wav,happy,"Блін, я не знаю, чи наступний жарт варто говорити.",neutral,Similar uncertainty with mild intensifier but no clear emotion.
h_079_0.wav,happy,"Ну, можна так швиденько так показать",neutral,Simple request or suggestion to show something quickly.
h_080_1.wav,happy,Ну не хочеться втратити пасажира.,neutral,Practical concern about not losing a passenger.
h_081_1.wav,happy,Це було просто.,neutral,Brief factual statement that something was simple.
h_082_1.wav,happy,"Групові побачення, я шось більше не хочу",sad,Expresses reluctance and loss of interest in group dating.
h_083_0.wav,happy,Ми сьогодні йдемо на майстер-клас по грі на барабанах.,happy,Excited announcement about attending a drum masterclass.
h_084_1.wav,happy,"Розповім, як я в тюрмі сиділа",neutral,Matter-of-fact statement about telling a story.
h_085_0.wav,happy,Пізніше.,neutral,Simple temporal reference without emotional content.
h_086_0.wav,happy,яка розкриється пізніше.,neutral,Incomplete statement about something being revealed later.
h_087_0.wav,happy,Ти не ображаєшся.,neutral,Direct question checking if someone is offended.
h_088_0.wav,happy,Ми з тобою сьогодні провели дуже класно час.,happy,Positive reflection on spending great time together.
h_089_0.wav,happy,Ти мене нічого не запитуєш,sad,Implies disappointment about lack of questions or interest.
h_090_1.wav,happy,"Сьогодні нереальним був ти, Тарас.",happy,Complimentary statement expressing admiration for someone.
h_091_1.wav,happy,"Мені здається, що сьогодні нереально був ти такий Тарас.",happy,Similar positive sentiment about how amazing the person was.
h_092_0.wav,happy,Один бал.,neutral,Simple factual statement about a score or grade with no emotional content.
h_093_0.wav,happy,"А ввечері ми, можливо, можливо, повечеряємо разом.",neutral,"Casual suggestion about dinner plans with uncertain tone, no strong emotion."
h_094_0.wav,happy,"А, я думаю, варіант Б.",neutral,"Simple statement of preference for option B, matter-of-fact delivery."
